ID;documento
31;NOVEDAD - Una habitación de estilo japonés (4) y una sala de estar (5) están ubicadas cerca de la pared externa (20) que mira al sur. Un pequeño cuarto de servicio (12) dispuesto entre la pared exterior y la habitación de estilo japonés conduce a la sala de estar. Se proporciona una ventana (21) en la parte de la pared externa que linda con el pequeño cuarto de servicio. USO - Utilizado con fines residenciales. VENTAJA: Se evita la sensación de congestión ampliando el frente de apertura de la sala de estar. El uso eficiente del espacio se garantiza proporcionando una pequeña habitación contigua a la pared sur y exterior. La habitabilidad se mejora gracias a la entrada de luz a través de la ventana en la pared exterior sur contigua a la pequeña habitación. Se garantiza un confort superior accediendo al salón a través de la pequeña habitación. Se garantiza una amplia iluminación en la habitación de estilo japonés al proporcionar una ventana en la habitación pequeña. Realiza un diseño eficiente mediante la construcción de un área de almacenamiento en una habitación pequeña. El uso versátil del espacio se garantiza mediante la provisión de una terraza abierta como parte de la sala de estar o de la habitación pequeña. La integración de una sala pequeña y una terraza abierta ofrece el lugar ideal para organizar una gran fiesta o puede usarse como mesa para sentarse durante el día. DESCRIPCIÓN DE LOS DIBUJOS: La figura muestra el plano de distribución del primer piso del edificio. Habitación de estilo japonés (4) Sala de estar (5) Cuarto de servicio pequeño (12) Pared externa (20) Ventana (21)
32;El seguimiento estéreo y de la cabeza se considera señales de percepción a distancia en un entorno virtual. Varios estudios han investigado su influencia en varias tareas. Los resultados fueron diferentes entre los estudios. En este artículo, llevamos a cabo un experimento completo que investiga la influencia del estéreo y el seguimiento de la cabeza en el contexto específico de visitas virtuales de casas durante la revisión de proyectos arquitectónicos con clientes. Manipulamos el estéreo y el seguimiento de la cabeza en cuatro condiciones y examinamos los efectos de los dos factores sobre la percepción de la distancia (dimensiones de la habitación, habitabilidad, etc.), dificultad de la tarea, presencia y malestar del simulador. Los resultados revelan un efecto significativo del equipo de música en la estimación de la habitabilidad, las dimensiones de las habitaciones y la dificultad de la tarea. Sin embargo, el efecto del estéreo y del seguimiento de la cabeza no fue significativo sobre la presencia y el malestar del simulador.
33;La iluminación natural es un elemento fundamental en la habitabilidad de las viviendas. Sin embargo, aún resulta difícil calcular en detalle su efecto en las fachadas de los edificios, debido a la complejidad morfológica del propio inmueble, así como del entorno que lo rodea. Este estudio proporciona una propuesta metodológica que utiliza datos abiertos preexistentes para extruir edificios mediante un procedimiento SIG. A partir de tres inmuebles seleccionados de diferentes características en la ciudad de Marbella (España), se calculan las horas de luz solar que recibe la fachada de cada edificio, teniendo en cuenta el modelo digital de suelo y el modelo digital de superficie de la zona. Los resultados confirman la utilidad del método para medir y analizar diferencias de luminosidad entre edificios de similares características urbanas y su entorno, así como para registrar las diferencias de luminosidad entre plantas y las orientaciones de un mismo edificio en varias alturas. La propuesta metodológica abre un camino para muchas aplicaciones relacionadas con la eficiencia energética, las condiciones de la vivienda y la valoración de propiedades.
34;El concepto de agencia material puede y debe aplicarse a las estrategias de colección de los museos. Basándose en estudios de propietarios conservacionistas que, al restaurar sus hogares, descubren la agencia de los constructores y ocupantes anteriores en la configuración de las cualidades materiales de la casa, este estudio propone un concepto amplio de habitabilidad para guiar la recolección y actualizar la agencia de objetos más antiguos. Una segunda área de investigación examina las tecnologías domésticas diseñadas para ayudar a los humanos con las tareas diarias. Algunos de ellos incluyen electrodomésticos y robótica inteligentes que se normalizan cada vez más mediante el uso habitual.
35;La provisión de viviendas asequibles es importante para la población de ingresos bajos y medios. Una forma adecuada de casa no sólo satisfará una necesidad humana básica de refugio, sino que también contribuirá al bienestar físico y psicológico de sus ocupantes. Una vivienda asequible y de excelente calidad es un indicador de una alta calidad de vida. Si bien existen escritos sobre diversos aspectos de la calidad de la vivienda asequible en Malasia, apenas se ha prestado atención académica seria al debate sobre los estándares de espacio y diseño. Las normas relativas al desarrollo residencial suelen cubrir diferentes aspectos o etapas del proceso de desarrollo. Pueden incluir normas de planificación, normas de diseño, normas de espacio y normas técnicas de construcción. La principal preocupación de este artículo es específicamente sobre los estándares de espacio y diseño. El estándar de espacio se puede definir como un conjunto de marcos que dictan mínimos de espacio interno fijos. Por su parte, la norma de diseño indica pautas de diseño para asegurar la funcionalidad, comodidad y habitabilidad de la casa. Este artículo se ocupa exclusivamente de los espacios interiores de una casa, excluyendo los espacios de circulación externos y las instalaciones de servicios (en el caso de viviendas de estrato). Su interés está en el espacio interno como aspecto de la calidad de la vivienda. Se puede concluir que uno de los caminos a seguir será encontrar el equilibrio entre proporcionar espacios mínimos adecuados para la satisfacción de los residentes y tener valores económicos para los desarrolladores de viviendas. Este documento puede usarse como una referencia valiosa para que las autoridades y los formuladores de políticas aborden mejor los mejores estándares de diseño de espacios habitacionales que beneficiarían no solo a los ocupantes, sino también al gobierno local y a los desarrolladores por igual.
36;Publicación que incluye el conjunto de experiencias y trabajos que el Dr. Julián Salas viene desarrollando desde hace décadas en vivienda de muy bajo costo en América Latina. Los temas se organizan en seis capítulos monográficos, comenzando con una presentación ordenada de lo ocurrido desde la Conferencia Mundial sobre Asentamientos Humanos (HÁBITAT II) de 1996 hasta la actualidad y el concepto de Habitabilidad Básica como herramienta para trabajar contra la pobreza en términos de hábitat. La influencia del suelo se enfoca a través de la realidad de los desembarcos urbanos, exponiendo el análisis de los datos de una encuesta realizada en 18 países latinoamericanos. La preocupación por la mejora de los barrios marginales se refleja en la presentación de las intervenciones de Ciudad Sandino (Nicaragua) y Las Palmas en San Salvador. La presencia de los materiales está presente en la influencia en el análisis de los costes de la vivienda y en las ventajas de la que se denomina como otros materiales en las Soluciones para Vivienda de Muy Bajo Costo. Propuestas de tecnologías e industrialización con recursos limitados cierran esta última publicación del profesor Salas Serrano.
37;La casa es el espacio donde encontramos principalmente nuestra privacidad y donde realizamos una parte importante de las actividades básicas de nuestra vida diaria. Sin embargo, durante las últimas décadas en España la casa se ha convertido en el principal motor especulativo de la economía, y ha cesado, en gran medida, en su función social de generar un hábitat digno para la ciudadanía. Llegados a este punto, nos vemos en la necesidad de revisar el paradigma en el que se concibe la casa, para entenderla no tanto como un objeto que se termina, en un momento determinado, sino como un proceso que la transforma, adoptando diferentes configuraciones espaciales a lo largo del tiempo. Para ello se propone abordar la casa como un ecosistema en el que interactúan su gestión, la flexibilidad espacial y la participación y organización de la ciudadanía. Nos centramos en las estrategias de flexibilidad y los tipos de diseño que permiten adaptar la casa a las necesidades cambiantes de los usuarios, posibilitando su interacción y participación personalizándola a lo largo de su vida útil. En este sentido, resulta fundamental recopilar experiencias previas para recuperar lo aprendido en procesos grupales de vivienda desarrollados en otros contextos, y aprender de las buenas prácticas que nos ofrecen los ejemplos seleccionados. Se busca así una visión integral y holística de la vivienda que genere una mejora en el acceso, la habitabilidad y el bienestar de los ciudadanos, en los espacios en los que viven y con proyección en el tiempo.
38;Resumen: La política de vivienda en México se ha caracterizado por favorecer el acceso a la propiedad. Hacia la década de los noventa del siglo XX se promueve la reducción de la intervención estatal, promoviendo el dominio del sector privado en el mercado formal de vivienda. Esto ha favorecido a ciudades grandes y medianas con un marcado crecimiento en la oferta habitacional, como ocurre en la periferia oriente y norte de la Zona Metropolitana del Valle de México. Este artículo analiza las características de la vivienda social a partir del concepto de habitabilidad, contrastando los datos oficiales sobre la mejora de las características físicas de la vivienda con información obtenida del trabajo de campo sobre las condiciones de la vivienda y su entorno urbano. Se sugiere que la creciente oferta de vivienda social en la periferia de la Ciudad de México está afectando las condiciones de habitabilidad de los residentes, contrario al discurso oficial sobre mejorar las condiciones de vivienda.
39;Este artículo explora cómo actúa el agua sobre las viviendas permeables y las infraestructuras documentales que mitigan su impacto y posibilitan sus flujos. Lo hace considerando los litigios en curso iniciados por inquilinos de viviendas públicas en las comunidades remotas de Ltyentye Apurte (Santa Teresa) y Laramba en el Territorio del Norte de Australia por reparaciones incompletas y agua potable insalubre. Ofrezco una distinción entre vivienda pragmática y funcionalista, como conceptos en competencia para enmarcar, respectivamente, el impacto de las bajas expectativas arraigadas en el desempeño y la gestión de la vivienda remota y las comodidades mínimas que la vivienda contemporánea debería proporcionar. El litigio de los propietarios de viviendas de Ltyentye Apurte y Laramba se destaca por cuestionar el estándar de habitabilidad que deben cumplir las viviendas comunitarias remotas y por introducir el suministro de agua potable como una cuestión de vivienda habitable. Si bien el agua busca grietas y rechaza la expulsión del conjunto de viviendas, lo que requiere reparaciones y mantenimiento, dicha movilidad presenta un desafío para asignar obligaciones específicas a varias autoridades coloniales que participan colectivamente en el mantenimiento de la función de la casa. Basándose en análisis detallados de una serie de decisiones legales, el artículo examina cómo se emplean los marcos legales y los acuerdos de financiación intragubernamental para evitar la responsabilidad por el agua potable dentro de viviendas comunitarias remotas.
40;Resumen Los residentes de las Casas Sociales (SH) suelen realizar adaptaciones espaciales. Sin orientación técnica, estas modificaciones a menudo comprometen el rendimiento del edificio. Este artículo investiga la dinámica de las modificaciones realizadas en viviendas de interés social y sus consecuencias para las condiciones de habitabilidad. Los datos se obtuvieron mediante mapeo espacial in situ y entrevista semiestructurada. El estudio encontró modificaciones que amplían el área construida y una tendencia a ocupar el área total del lote. El tipo de ampliación con mayor impacto en la calidad ambiental de una vivienda predominó en las viviendas en hilera (89,2%). La necesidad de más espacio la confirman las casas que han crecido más del 30,0% hasta superar el 70,0%. El estudio también identificó una gran cantidad de ventanas eliminadas y ampliaciones que limitaban las habitaciones. Además del malestar térmico, muchas habitaciones presentan signos de insalubridad, como moho, falta de ventilación y luz solar, que tienen un impacto negativo en la salud de los residentes. Se encontraron casos extremos (G=12,1%), en los que el portón de acceso a la vivienda es la única vía de contacto con el exterior. Las adaptaciones espaciales en SH son recurrentes y no pueden ser ignoradas ya que comprometen significativamente las condiciones de salud en las viviendas en estudio.
41;Recientemente, la personalización masiva... se ha convertido en una idea común para la fabricación de productos, y a la gente le gusta poder conseguir cualquier producto que desee. Una casa o un edificio es uno de los últimos productos que se compromete a satisfacer las necesidades individuales. Este documento describe nuestro enfoque para realizar un complejo de viviendas de próxima generación que sea capaz de alinear los cambios en el estilo de vida de los residentes o los requisitos de los usuarios a lo largo de los períodos de vida del complejo. Establecer una estructura de plataforma que no se vea afectada por cambios tecnológicos importantes es importante para brindar un entorno flexible y actualizable. característica de un complejo. La detección de redes es una idea clave para obtener información sobre el comportamiento humano con la confiabilidad adecuada. Dado que no hay limitación de los antecedentes de los usuarios en los entornos habitacionales, las interfaces humanas son mucho más importantes que cualquier otro caso.
42;El propósito de este estudio es analizar los patrones generales de los planos de planta y el espacio de la casa usoniana diseñada por Frank Lloyd Wright. Esta tesis se puede resumir de la siguiente manera: 1) Las casas de F.L. Wright utilizaban principalmente formas geométricas simples como base para la mayoría de sus diseños arquitectónicos. En sus primeras obras, sus planos de planta típicos eran formas cuadradas o rectangulares, que gradualmente se transformaban en varios tipos de formas para ajustar la ubicación del sitio y la forma. 2) Los patrones generales de los planos de sus casas en U tenían forma de L o recta utilizando un sistema de cuadrícula de 4 × 4. La mayoría de las casas U constaban de 3 espacios: sala de estar, espacio de trabajo (cocina), comedor y dormitorio. Entre ellos, un espacio de trabajo funcionó como papel central en cada casa. 3) Aunque la pared sólida es el concepto opuesto al vidrio transparente, la mayoría de las casas U fueron diseñadas para tener paredes sólidas en un lado para proporcionar un espacio de galería (para asegurar la habitabilidad del residente) y paredes de vidrio transparente utilizadas en el otro lado para conectar entre el espacio interior y el espacio natural del exterior. 4) Los voladizos no se habían utilizado antes de la casa usoniana, pero F.L.Wright los utilizó y se encargan de funciones como espacio de transferencia entre el espacio interior y el exterior. 5) F.L.Wright vio la naturaleza como una verdad, por lo que pensó que el espacio interior sería natural y que todas las casas debían poder adaptarse al entorno natural.
43;Resumen: Introducción: Este artículo problematiza y analiza la habitabilidad de viviendas emergentes para trabajadores migrantes en el municipio de Villa de Arista, San Luis Potosí, partiendo de la premisa y evaluación con un enfoque cualitativo y cuantitativo de sus características básicas. Método: En primera instancia se analiza el fenómeno de la migración y la vivienda emergente en la zona de estudio, además de una revisión teórica del marco legislativo correspondiente, para posteriormente centrarse en la habitabilidad como un concepto estrechamente vinculado a la calidad de vida. la evaluación de esta se basa en el Modelo de indicadores de gestión para la evaluación cuantitativa de habitabilidad y salud en la vivienda de interés social en San Luis Potosí, y la selección de indicadores referentes a la infraestructura física de la vivienda. Resultados: Se presentan tablas de resultados y coherencia metodológica, donde a partir de la interpretación de los datos recolectados en campo y los parámetros establecidos por diferentes autores, se obtienen coeficientes que determinan el nivel de habitabilidad de la unidad de análisis seleccionada. Conclusión: Se discuten los resultados obtenidos en cada uno de los indicadores evaluados, además de la identificación de los principales problemas del conjunto habitacional. El resultado final determina si existe o no habitabilidad dentro de las viviendas emergentes respecto de los puntos evaluados, además de la brecha entre los trabajadores y el acceso a sus derechos.
44;Este trabajo presenta los resultados de una investigación realizada en el marco del concurso internacional Solar Decathlon LAC 2019, que tuvo como objetivo diseñar y construir un prototipo de vivienda asequible TUHOUSE (Technically Unique House Using Solar Energy), a escala 1:1, una casa que sea capaz de incorporar estrategias sustentables y bioclimáticas para la región tropical. La metodología consistió en un taller de diseño con trabajo interdisciplinario desde las diferentes áreas de arquitectura e ingeniería en programas de las Universidades de San Buenaventura y Autónoma de Occidente (Cali, Colombia). El principal aporte de la metodología fue lograr un trabajo interdisciplinario desde las etapas iniciales, junto a estudiantes y docentes que participaron en la construcción del prototipo, para finalmente comprobar su desempeño mediante las pruebas del concurso. Entre los resultados que se destacan de esta experiencia, se encuentran una propuesta urbana con alta habitabilidad y densidad, la prueba de estrategias de diseño pasivo enfocadas en una envolvente prototipo que pueda replicarse en condiciones similares, pero también la importancia de la pregunta sobre la validez. del modelo de confort térmico propuesto para regiones tropicales.
45;El propósito de este artículo es defender la importancia de la resurrección de la identidad fluida y la imaginación ecológica para hacer la biosfera habitable en Housekeeping de Marilynne Robinson. Ruth, como narradora, sugiere la visión orientada al futuro de que el medio ambiente y la naturaleza (madre) pueden resucitar, cruzando el puente Fingerbone de la línea divisoria entre sociedad y naturaleza como fiel seguidora de su tía Sylvie y convirtiéndose en la existencia con una voz transparente a pesar de de su ausencia. Esta novela pretende reescribir la pastoral estadounidense. Basada en el estilo patriarcal a pesar de la ausencia de Edmund Foster, la limpieza convencional de Sylvia consiste en dividir entre el interior y el exterior de la casa. Sin embargo, los incansables esfuerzos de Sylvia por mantener su casa intacta resultan frágiles. A diferencia de Sylvia, la gestión de Sylvie consiste en reconocer la continuidad del interior y el exterior. Acepta de buena gana la reconciliación entre sí, la naturaleza y la sociedad. Después de que Ruth y Lucille pasan la noche en el lago, deciden seguir su propio camino. Ruth acepta a Sylvie como madre sustituta. Lucille abandona la casa voluntariamente y acude a su profesora de economía doméstica, la señorita Royce, en busca de la madre ideal de la sociedad simbólica. Sylvie y Ruth tienen el vínculo más íntimo, con su viaje a la casa desierta en el valle. Ruth medita sobre la falta de solidez de la casa y la resurrección de su familia. Al salir de su casa para escapar de la aplicación de la ley por parte de la gente del pueblo, Sylvie y Ruth se convierten en transeúntes. Aunque su historia se completa públicamente con la muerte por ahogamiento, siempre quieren visitar la bien cuidada casa de Lucille en Fingerbone. Por lo tanto, el método para hacer que Ruth y Sylvie, como existencias de la imaginación ecológica, regresen al mundo real es aceptar la reconciliación de la naturaleza y la sociedad. Esta novela no se limita a la oposición binaria de vagancia/estabilidad y fugacidad/durabilidad. El elemento significativo de la identidad fluida puede estar compuesto por las interacciones con la fugacidad y la estabilidad.
46;(Antecedentes y Propósito) La función interna de la vivienda está directamente relacionada con las necesidades fisiológicas del ser humano, y se ha desarrollado manteniendo el marco principal sin cambios, incluso en medio de cambios durante los períodos moderno y contemporáneo. La relación inseparable entre civilización tecnológica y sociedad se refleja en la relación entre vivienda y tecnología. Por tanto, las propuestas de vivienda unifamiliar tienen resultados variados, dependiendo de cómo los arquitectos perciben la tecnología. En consecuencia, este estudio discute cómo el cambio en la percepción de la tecnología distingue entre el diseño arquitectónico residencial moderno y contemporáneo y cómo define la habitabilidad en la ciudad. (Método) Con este fin, el marco conceptual analizó casos específicos de arquitectura residencial categorizándolos en diseño envolvente, sistemas estructurales, disposición de las habitaciones y espacios de instalaciones. En esta época, la tecnología se examinaba dividiéndola en factores nocionales e instrumentales según cómo se revelaba en el espacio vital. Para este estudio se seleccionaron las obras residenciales de Le Corbusier y Rem Koolhaas, que muestran una clara diferencia en las actitudes hacia el reconocimiento de la tecnología según los cambios de los tiempos. En particular, Villa Savoye y Bordeaux House comparten un lenguaje arquitectónico similar en términos de tecnología y forman una relación intrigante. Por lo tanto, se consideró que la comparación de las dos casas era apropiada para revelar la diferencia en la percepción de la tecnología según los cambios durante los períodos moderno y contemporáneo. (Resultados) La Villa Savoye puede verse como un medio para crear un lugar racional y universal con ideales modernos a través de un interior homogéneo utilizando la estructura de dominó. La tecnología pretendía representar la transparencia de un mecanismo eficiente y fue el resultado de enfatizar el aspecto nocional de la tecnología. Por el contrario, en Maison Bordeaux, Rem Koolhaas muestra la perspectiva de reconstruir la universalidad de la vivienda moderna y transformarla en vivienda como solución concreta. Además, destacó el aspecto instrumental de la tecnología para asegurar la especificidad de un modelo de vivienda universal que responda al anonimato. (Conclusiones) El análisis de casos de arquitectura residencial moderna y contemporánea según la categoría de tecnología revela que la diferencia en la percepción de la tecnología afecta distintas definiciones de habitabilidad. A diferencia de la era moderna, cuando la tecnología se consideraba un factor externo en la modificación de la vivienda, en las ciudades modernas se reconoce que la tecnología es una parte integral. La discusión y la tecnología sobre la habitabilidad de las ciudades modernas están indisolublemente ligadas, pero a la inversa, tiene implicaciones importantes en la medida en que muestra la posibilidad de crear condiciones para la habitabilidad hoy, dependiendo de cómo se reconozca y aplique la tecnología.
47;En el ejercicio profesional, el arquitecto enfrenta desafíos en los que el análisis integrado, la creatividad y la toma de decisiones son habilidades esenciales. Conceptos, procedimientos, normativas y casos de estudio son fundamentales, pero siempre acompañados de la adquisición de habilidades y actitudes que garanticen su formación para responder a los retos que demanda la sociedad. Esta comunicación presenta una experiencia de innovación docente a través del Modelo Metodológico Aprendizaje Basado en Proyectos con un Reto Social Motivador realizado en la asignatura Construcción del 2º curso del Grado en Arquitectura de la Universidad de Sevilla con el objetivo de motivar a los estudiantes con el proyecto de una casa en un campo de refugiados, haciendo entender el papel del arquitecto en relación con las condiciones de habitabilidad del entorno construido y trabajando con los recursos disponibles para modificar la optimización de la envolvente.
48;El WEATHERBIRD II de 115 pies fue comprado y parcialmente reacondicionado como buque de investigación en 1989 con fondos privados por Bermuda Biological Station for Research, Inc. Reemplazó a un buque de investigación más pequeño y menos capaz. Este proyecto proporcionará fondos para la conversión continua del barco en un buque de investigación más capaz. Los fondos se utilizarán para agregar una caseta de cubierta para laboratorios, instalar una hélice de proa de maniobrabilidad mejorada, convertir huecos no utilizados en camarotes adicionales y mejorar la habitabilidad. El proyecto estará bajo la dirección de Howard S. Barnes, Subdirector de Operaciones. Está totalmente calificado para dirigir este proyecto y tiene una experiencia considerable en trabajos similares, incluida la dirección de la remodelación anterior.
49;Este estudio se centra en el efecto del sonido metálico de los grifos, muebles, vajillas, etc., sobre la percepción de la vibración del suelo provocada por la marcha y otros movimientos humanos. En primer lugar, mediante el test sensorial se construye la escala psicológica para medir la vibración y el sonido. En segundo lugar, a partir de la medición de la vibración y el sonido se introduce el valor físico que representa la escala psicológica. La relación entre la escala psicológica y el valor físico revela que el volumen del sonido afecta la percepción de la vibración. Finalmente, se propone el índice de evaluación de la percepción de la vibración influenciada por el sonido metálico.
50;El uso del officetel está indeterminado en el momento de la construcción. Es decir, el officetel podrá utilizarse para uso laboral o residencial según la elección del usuario. Por lo tanto, considerando las características de estos officetels, es deseable considerarlos como edificios cuyo uso es indeterminado. En particular, los oficinas residenciales son lo mismo que las casas en el sentido de que son residenciales. Por lo tanto, las oficinas residenciales deben recibir el mismo tratamiento legal que las casas o apartamentos. A continuación, debería revisarse la Ley de construcción para mejorar la habitabilidad de los edificios de oficinas residenciales. En la actualidad, son válidas las disposiciones para los hoteles de oficinas residenciales relativas al impuesto bruto sobre bienes inmuebles y al impuesto sobre las ganancias de capital. Sin embargo, existe un problema con la ley del IVA, que no clasifica los officetels según su uso. En aras de la equidad, los hoteles de oficinas residenciales deben recibir el mismo trato que las viviendas. Finalmente, los impuestos locales sobre las oficinas residenciales son más altos que sobre la vivienda. Este problema debería resolverse mediante la modificación de la legislación fiscal local.
51;La construcción del hogar es una compleja variedad de procesos sociales y ambientales, donde los individuos y las familias cultivan, nutren y preservan habitan su espacio doméstico primario: sus hogares. Arrojar luz sobre las prácticas domésticas puede ayudarnos a comprender cómo las familias y los individuos priorizan las necesidades y los recursos y negocian valores y normas estéticos para transformar una casa en una entidad física e imaginaria significativa. Hasta la fecha, la mayor parte de la literatura sobre prácticas de construcción de viviendas en planes de autoconstrucción de viviendas se ha centrado en el papel de los habitantes (en su mayoría familias) en la configuración de su entorno construido, con poca atención a la dinámica interna de los núcleos familiares en la producción de viviendas. prácticas de toma de decisiones y cómo estas dinámicas están determinadas por las limitaciones espaciales existentes. Proponemos que las prácticas domésticas deben considerarse procesos mutuamente adaptativos, en el sentido de que las transformaciones de las casas están determinadas por las propias actividades, capacidades, intereses y habilidades de las personas, que son múltiples y se modifican con el tiempo y, a su vez, estas prácticas domésticas deben considerarse procesos mutuamente adaptativos. Las prácticas están determinadas por la dinámica familiar y las limitaciones espaciales. El presente estudio retrata las prácticas de construcción de viviendas y ampliaciones de viviendas de quince Unidades Incrementales Mínimas construidas bajo el Programa de Vivienda Progresiva de Chile, un gran programa de vivienda incremental financiado por el estado que operó de 1990 a 2002. Se llevaron a cabo una serie de entrevistas semiestructuradas para los residentes conozcan sus motivaciones para mejorar o transformar sus casas, el uso de espacios interiores y exteriores, entre otros aspectos. Las percepciones de las personas se analizaron cualitativamente, atendiendo a cuatro dimensiones de interés: motivaciones detrás de mejoras incrementales, prácticas de socialización dentro del espacio del hogar, condiciones de habitabilidad de las casas y composición familiar y necesidades incrementales a lo largo del tiempo. Los principales resultados muestran que las prácticas domésticas buscan acomodar las esferas social e íntima, y ??que los espacios exteriores juegan un papel importante en la vida cotidiana, independientemente de las duras condiciones climáticas de ciertas zonas de Chile. Además, los espacios domésticos se transformaron para dar cabida a talleres de costura, locales de reparación de automóviles o refugios de jardinería, personalizando así la casa mediante dinámicas intrincadas y en evolución. El ambiente doméstico resultante, a su vez, daría forma a nuevas dinámicas familiares, produciendo un todo holístico y sincrónico llamado hogar.
52;"Resumen Este trabajo analiza el contexto discursivo en el que se moraliza la vivienda social al devaluar la figura del rancho como habitabilidad dominante en los barrios populares de la ciudad de Córdoba entre 1880 y 1920. En ese marco, el artículo revisa la evolución intelectual y política debate y delimita la habitabilidad como ámbito ideológico de intervención de sectores subordinados en Argentina. En este trabajo analítico, el artículo propone tres vectores de análisis: los procesos de alterización enmarcados en la construcción del Estado-nación de la región latinoamericana como antecedentes ideológicos del período; el papel del imaginario higienista en Argentina que, vinculado al positivismo, operó como fundamento legítimo para intervenir el hábitat popular. Finalmente, como condensación de los elementos anteriores, se exponen los significados y valoraciones sobre la estancia en la provincia de Córdoba y sus implicaciones en Pueblo Nuevo como barrio popular. La estrategia metodológica se basa en el análisis de fuentes primarias, discursos políticos y documentos académicos que fueron elaborados por referentes de la élite médica del período. El resultado del artículo presenta el estado de las regulaciones sobre habitabilidad subordinada al ámbito sanitario, el discurso político y el problema público emergente en las contradicciones entre las acciones de secularización y la estructuración colonial precedente."
53;Los objetivos de este estudio son ilustrar un tipo de vivienda alternativo que responda a los requisitos sociales y las necesidades de los clientes, sugerir el plan de mejora para las leyes y regulaciones relacionadas a través de un estudio de la condición real de los edificios de viviendas como los de uso mixto y multifamiliar. edificio residencial, officetel y gosiwon. En general, se han planteado problemas en la clasificación de los edificios de viviendas debido a que los sistemas legales existentes, incluida la clasificación de uso actual de los edificios residenciales, no están claramente definidos. Especialmente, varios problemas sociales han cedido en consonancia con la aparición del tipo de vivienda que no está clasificada legalmente como residencial pero que se utiliza en la práctica para vivir. La planificación de zonificación actual y el sistema legal relacionado son rígidos. Por lo tanto, es necesario introducir un sistema de clasificación flexible que proteja el entorno residencial en función del propósito, la función y la habitabilidad de la vivienda y proporcione correspondencia entre la residencia y el método de propiedad/gestión. El sistema de clasificación legal debe revisarse de manera que la clasificación de uso de vivienda se corresponda con el sistema de zonificación mediante la descomposición del sistema de clasificación de uso.
54;"La sostenibilidad ha sido y sigue siendo el único tema de actualidad recurrente en todo el mundo. Los gobiernos de todas partes están prestando seria atención a la provisión de viviendas urbanas sostenibles para su población urbana. Se han dado cuenta de que esto es la clave para liderar el crecimiento del desarrollo de sus economías. Los profesionales de la construcción se enfrentan ahora en todas partes a la edificación y la construcción ecológicas. Ghana, un país de ingresos medios bajos, se enfrenta a una enorme demanda de vivienda que ha dado lugar a un próspero sector inmobiliario en la ciudad capital. Las casas que producen tienen costos exorbitantes debido al hecho de que la mayoría de estas características de construcción son importadas, además de una mala planificación y diseño de construcción. El trabajo evalúa la percepción de los ocupantes de estas urbanizaciones sobre las soluciones habitacionales sostenibles y sus niveles de satisfacción en las viviendas. Nuevamente se buscó investigar el desempeño del edificio para satisfacer la comodidad deseada por los ocupantes. El estudio adoptó el estudio de caso como el más adecuado con métodos cuantitativos y técnicas de muestreo aleatorio en el tamaño de la muestra y la administración del cuestionario. Los datos recopilados fueron analizados por las herramientas analíticas de spps y los resultados se presentaron en tablas de barras y gráficos circulares. Se utilizó una escala de Likert del 1 al 5 para clasificar la satisfacción y la fórmula del Índice de Habitabilidad (HI) utilizada para determinar los niveles de satisfacción reales. Los resultados indicaron que la mayoría de los ocupantes eran conscientes de las cuestiones de sostenibilidad. Si bien reconocen las oportunidades ofrecidas, se mostraron reacios a realizar gastos adicionales para conseguir estas soluciones sostenibles. Los niveles de satisfacción fueron altos en la planificación del sitio y en el paisajismo y paisajismo del barrio, obteniendo un índice de habitabilidad superior al 80%. El suministro de ventilación natural, iluminación natural, uso de materiales locales, diseño energéticamente eficiente y recolección de agua de lluvia recibieron niveles de satisfacción HI inferiores a 50. Por lo tanto, el estudio recomienda, entre otras cosas, que las partes interesadas clave lleven a cabo más educación sobre la entrega de viviendas; el gobierno debería poner en práctica la vivienda sostenible mediante asociaciones público-privadas y diversos paquetes de incentivos para los participantes; y el gobierno debería establecer un organismo regulador para supervisar las operaciones de los promotores inmobiliarios. Este estudio proporcionaría información vital sobre los indicadores percibidos por los ocupantes de bienes raíces en Ghana."
55;Un tema desafiante relacionado con la utilización de la Estación Espacial Internacional tiene que ver con el almacenamiento a bordo, lo que implica un fuerte impacto en la habitabilidad, la seguridad y la productividad de la tripulación. Esto se aplica en particular al laboratorio europeo Columbus, que actualmente también se utiliza para proporcionar apoyo logístico a la estación. Se debe maximizar el volumen de explotación, respetando las normas de alojamiento dadas. En cada paso de carga, el problema de estiba debe resolverse de manera rápida y eficiente. Esto lleva a comparar diferentes escenarios para seleccionar el más adecuado. Además, pueden surgir actualizaciones de última hora, debido a una posible replanificación, que impongan la posibilidad adicional de readaptar rápidamente la solución actual al estado actualizado. En este contexto, buscar soluciones satisfactorias representa un trabajo muy exigente, incluso para los diseñadores experimentados. Thales Alenia Space Italia ha adquirido una notable experiencia en el campo del alojamiento y estiba de carga. La empresa ha desarrollado recientemente CAST, una herramienta de software interna dedicada, para respaldar el alojamiento de carga del vehículo de transferencia automatizado europeo. Se ha implementado una versión ad hoc, adaptada a la estiba del Columbus, que se utilizará a partir de ahora. Este documento analiza la cuestión de la estiba a bordo, señalando las ventajas del enfoque propuesto. (C) 2010 Elsevier Ltd. Todos los derechos reservados.
